"১৫০ দিনে নার্স হওয়ার চ্যালেঞ্জ 
Day-128,ফাইনাল রিভিশন,,,"বাংলা-১৯
সাধারন গণিত-১০, পদার্থবিজ্ঞান-১০","বাংলা-১৯
সাধারন গণিত-১০, সাধারন বিজ্ঞান-২৮"
Day-129,ফাইনাল রিভিশন,,,"বাংলা-২০, ইংরেজি-১৯, সাধারন জ্ঞান-১৯
রসায়ন-১০","বাংলা-২০, ইংরেজি-১৯, সাধারন জ্ঞান-১৯
সাধারন বিজ্ঞান-২৯"
Day-130,ফাইনাল রিভিশন,,,"ইংরেজি-২০, সাধারন জ্ঞান-২০
জীববিজ্ঞান-১০","ইংরেজি-২০, সাধারন জ্ঞান-২০
সাধারন বিজ্ঞান-৩০"
Day-131,কুইক রিভিশন,বাংলা,সকল,বাংলা - সাহিত্য,বাংলা - সাহিত্য
Day-132,কুইক রিভিশন,বাংলা,সকল,বাংলা - ব্যাকরণ,বাংলা - ব্যাকরণ
Day-133,কুইক রিভিশন,ইংরেজি,সকল,ইংরেজি - গ্রামার,ইংরেজি - গ্রামার
Day-134,কুইক রিভিশন,ইংরেজি,সকল,ইংরেজি - ভোকাবুলারি,ইংরেজি - ভোকাবুলারি
Day-135,কুইক রিভিশন,সাধারন জ্ঞান,সকল,সাধারন জ্ঞান - বাংলাদেশ,সাধারন জ্ঞান - বাংলাদেশ
Day-136,কুইক রিভিশন,সাধারন জ্ঞান,সকল,সাধারন জ্ঞান - আন্তর্জাতিক,সাধারন জ্ঞান - আন্তর্জাতিক
Day-137,কুইক রিভিশন,সাধারণ গণিত,সকল,সাধারণ গণিত,সাধারণ গণিত
Day-138,কুইক রিভিশন,বিজ্ঞান,সকল,পদার্থবিজ্ঞান,সাধারণ বিজ্ঞান (পদার্থ)
Day-139,কুইক রিভিশন,বিজ্ঞান,সকল,রসায়ন,সাধারণ বিজ্ঞান (রসায়ন)
Day-140,কুইক রিভিশন,বিজ্ঞান,সকল,জীববিজ্ঞান,সাধারণ বিজ্ঞান (জীব)
Day-141,মডেল টেস্ট,সকল,সকল,ফাইনাল মডেল টেস্ট-০১,ফাইনাল মডেল টেস্ট-০১
Day-142,মডেল টেস্ট,সকল,সকল,ফাইনাল মডেল টেস্ট-০২,ফাইনাল মডেল টেস্ট-০২
Day-143,মডেল টেস্ট,সকল,সকল,ফাইনাল মডেল টেস্ট-০৩,ফাইনাল মডেল টেস্ট-০৩
Day-144,মডেল টেস্ট,সকল,সকল,ফাইনাল মডেল টেস্ট-০৪,ফাইনাল মডেল টেস্ট-০৪
Day-145,মডেল টেস্ট,সকল,সকল,ফাইনাল মডেল টেস্ট-০৫,ফাইনাল মডেল টেস্ট-০৫
Day-146,মডেল টেস্ট,সকল,সকল,ফাইনাল মডেল টেস্ট-০৬,ফাইনাল মডেল টেস্ট-০৬
Day-147,মডেল টেস্ট,সকল,সকল,ফাইনাল মডেল টেস্ট-০৭,ফাইনাল মডেল টেস্ট-০৭
Day-148,মডেল টেস্ট,সকল,সকল,ফাইনাল মডেল টেস্ট-০৮,ফাইনাল মডেল টেস্ট-০৮
Day-149,মডেল টেস্ট,সকল,সকল,ফাইনাল মডেল টেস্ট-০৯,ফাইনাল মডেল টেস্ট-০৯
Day-150,মডেল টেস্ট,সকল,সকল,ফাইনাল মডেল টেস্ট-১০,ফাইনাল মডেল টেস্ট-১০
